profile_id,health_status,age_group,house_price_zip,area_type,housing_type,distance_to_clinic,driving_condition,risk_score_rho_raw,risk_percentile_u,contribution_health_status,contribution_age_group,contribution_house_price_zip,contribution_area_type,contribution_housing_type,contribution_distance_to_clinic,contribution_driving_condition,metric_need_mean_DFS,metric_need_sd_DFS,metric_need_mean_Dyspnea,metric_need_sd_Dyspnea,metric_need_mean_Oral_Meds,metric_need_sd_Oral_Meds,metric_need_mean_DTC,metric_need_sd_DTC,metric_need_mean_PPH,metric_need_sd_PPH,metric_need_mean_Care_of_Patients,metric_need_sd_Care_of_Patients,metric_need_mean_Communications,metric_need_sd_Communications,metric_need_mean_Care_Issues,metric_need_sd_Care_Issues,metric_need_mean_Agency_Rating,metric_need_sd_Agency_Rating,metric_need_mean_Recommend,metric_need_sd_Recommend,threshold_route,anchor_rank_pool_3,anchor_rank_pool_5,anchor_rank_pool_10,public_data_only,synthetic_data,production_validated,provenance,risk_reference_id,risk_reference_sample_size,risk_percentile_semantics,metric_need_uncertainty_method
profile_0011,healthy,age_80_plus,high,micropolitan,apartment,far,good_summer,0.3438418227938415,0.269026902690269,0.0,0.1726344448891191,0.0,0.0,0.0588529982345975,0.1123543796701254,0.0,0.3300760835986721,0.03299155650018452,0.4289838953578576,0.033231303195190055,0.3386158209726024,0.03347104989019559,0.3361230878217373,0.033710796585201125,0.3516550837576984,0.03395054328020666,0.3624434582320751,0.034190289975212194,0.2967609854673871,0.03443003667021773,0.2716549061982399,0.034669783365223264,0.3465431743534805,0.0349095300602288,0.3881099554845414,0.03514927675523434,zip_history_or_fallback_lower_risk,2,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0012,healthy,age_80_plus,high,micropolitan,apartment,far,bad_winter,0.4109306670628879,0.4264574685624001,0.0,0.1726344448891191,0.0,0.0,0.0588529982345975,0.1123543796701254,0.0670888442690466,0.3965440540058694,0.03299155650018452,0.5403583969464049,0.033231303195190055,0.3742849285465737,0.03347104989019559,0.3962387691273811,0.033710796585201125,0.4128105667532325,0.03395054328020666,0.4913866873962184,0.034190289975212194,0.3411939800207988,0.03443003667021773,0.3148484047051412,0.034669783365223264,0.3906225105213507,0.0349095300602288,0.5039896223303787,0.03514927675523434,zip_history_or_fallback_lower_risk,2,3,6,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0013,healthy,age_80_plus,high,metropolitan,single_home,near,good_summer,0.1958255672480688,0.0451045104510451,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0,0.0,0.0,0.2105464426957549,0.03299155650018452,0.1617784392900028,0.033231303195190055,0.2326545436463013,0.03347104989019559,0.2069181701831663,0.033710796585201125,0.2235677082414813,0.03395054328020666,0.1512853126262484,0.034190289975212194,0.1872748077098222,0.03443003667021773,0.2044026074859782,0.034669783365223264,0.125639604056036,0.0349095300602288,0.1034047341899215,0.03514927675523434,zip_history_or_fallback_lower_risk,3,5,10,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0014,healthy,age_80_plus,high,metropolitan,single_home,near,bad_winter,0.2629144115171149,0.1164116411641164,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0,0.0,0.0670888442690466,0.2770144131029506,0.03299155650018452,0.2731529408785478,0.033231303195190055,0.2683236512202726,0.03347104989019559,0.2670338514888101,0.033710796585201125,0.2847231912370154,0.03395054328020666,0.2802285417903917,0.034190289975212194,0.2317078022632375,0.03443003667021773,0.2475961059928795,0.034669783365223264,0.1697189402239094,0.0349095300602288,0.2192844010357555,0.03514927675523434,zip_history_or_fallback_lower_risk,3,5,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0015,healthy,age_80_plus,high,metropolitan,single_home,medium,good_summer,0.2520027570831317,0.1045604560456045,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0,0.0561771898350628,0.0,0.2511657579445964,0.03299155650018452,0.2821310136792612,0.033231303195190055,0.2601885915981381,0.03347104989019559,0.2509007764056742,0.033710796585201125,0.2702837021964031,0.03395054328020666,0.2458436806799558,0.034190289975212194,0.2144283043813547,0.03443003667021773,0.2294093697794479,0.034669783365223264,0.2270048593806804,0.0349095300602288,0.2261461021460413,0.03514927675523434,zip_history_or_fallback_lower_risk,3,5,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0016,healthy,age_80_plus,high,metropolitan,single_home,medium,bad_winter,0.3190916013521777,0.2139213921392139,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0,0.0561771898350628,0.0670888442690466,0.3176337283517939,0.03299155650018452,0.3935055152678063,0.033231303195190055,0.2958576991721075,0.03347104989019559,0.3110164577113197,0.033710796585201125,0.3314391851919372,0.03395054328020666,0.374786909844099,0.034190289975212194,0.2588612989347665,0.03443003667021773,0.2726028682863492,0.034669783365223264,0.2710841955485507,0.0349095300602288,0.3420257689918753,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0017,healthy,age_80_plus,high,metropolitan,single_home,far,good_summer,0.3081799469181942,0.1927192719271927,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0,0.1123543796701254,0.0,0.2917850731934397,0.03299155650018452,0.4024835880685175,0.033231303195190055,0.2877226395499749,0.03347104989019559,0.2948833826281838,0.033710796585201125,0.3169996961513251,0.03395054328020666,0.3404020487336597,0.034190289975212194,0.2415818010528837,0.03443003667021773,0.2544161320729176,0.034669783365223264,0.3283701147053217,0.0349095300602288,0.3488874701021578,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0018,healthy,age_80_plus,high,metropolitan,single_home,far,bad_winter,0.3752687911872404,0.3426842684268427,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0,0.1123543796701254,0.0670888442690466,0.3582530436006353,0.03299155650018452,0.5138580896570626,0.033231303195190055,0.3233917471239461,0.03347104989019559,0.3549990639338276,0.033710796585201125,0.378155179146859,0.03395054328020666,0.469345277897803,0.034190289975212194,0.286014795606299,0.03443003667021773,0.2976096305798188,0.034669783365223264,0.3724494508731951,0.0349095300602288,0.4647671369479951,0.03514927675523434,zip_history_or_fallback_lower_risk,2,4,7,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0019,healthy,age_80_plus,high,metropolitan,apartment,near,good_summer,0.2546785654826665,0.1072107210721072,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0588529982345975,0.0,0.0,0.2797839118699177,0.03299155650018452,0.1953703781074765,0.033231303195190055,0.2980886340468235,0.03347104989019559,0.2801452253567257,0.033710796585201125,0.2872713363618294,0.03395054328020666,0.1813417801240914,0.034190289975212194,0.2625191500932339,0.03443003667021773,0.2413428377545289,0.034669783365223264,0.16237238419593,0.0349095300602288,0.1568899415295376,0.03514927675523434,zip_history_or_fallback_lower_risk,3,5,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0020,healthy,age_80_plus,high,metropolitan,apartment,near,bad_winter,0.3217674097517125,0.2188718871887188,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0588529982345975,0.0,0.0670888442690466,0.3462518822771134,0.03299155650018452,0.3067448796960238,0.033231303195190055,0.3337577416207948,0.03347104989019559,0.3402609066623695,0.033710796585201125,0.3484268193573632,0.03395054328020666,0.3102850092882346,0.034190289975212194,0.3069521446466492,0.03443003667021773,0.2845363362614301,0.034669783365223264,0.2064517203638002,0.0349095300602288,0.2727696083753715,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0021,healthy,age_80_plus,high,metropolitan,apartment,medium,good_summer,0.3108557553177288,0.2029202920292029,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0588529982345975,0.0561771898350628,0.0,0.3204032271187592,0.03299155650018452,0.315722952496735,0.033231303195190055,0.3256226819986603,0.03347104989019559,0.3241278315792336,0.033710796585201125,0.3339873303167511,0.03395054328020666,0.2759001481777953,0.034190289975212194,0.2896726467647665,0.03443003667021773,0.2663496000479985,0.034669783365223264,0.2637376395205713,0.0349095300602288,0.2796313094856542,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0022,healthy,age_80_plus,high,metropolitan,apartment,medium,bad_winter,0.3779445995867752,0.3493349334933493,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0588529982345975,0.0561771898350628,0.0670888442690466,0.3868711975259566,0.03299155650018452,0.4270974540852801,0.033231303195190055,0.3612917895726316,0.03347104989019559,0.3842435128848791,0.033710796585201125,0.395142813312285,0.03395054328020666,0.4048433773419386,0.034190289975212194,0.3341056413181782,0.03443003667021773,0.3095430985548998,0.034669783365223264,0.3078169756884446,0.0349095300602288,0.3955109763314881,0.03514927675523434,zip_history_or_fallback_lower_risk,2,4,7,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0023,healthy,age_80_plus,high,metropolitan,apartment,far,good_summer,0.3670329451527918,0.3246824682468247,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0588529982345975,0.1123543796701254,0.0,0.3610225423676025,0.03299155650018452,0.4360755268859912,0.033231303195190055,0.3531567299504971,0.03347104989019559,0.3681104378017432,0.033710796585201125,0.3807033242716729,0.03395054328020666,0.3704585162314991,0.034190289975212194,0.3168261434362955,0.03443003667021773,0.2913563623414681,0.034669783365223264,0.3651028948452156,0.0349095300602288,0.4023726774417739,0.03514927675523434,zip_history_or_fallback_lower_risk,2,4,7,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0024,healthy,age_80_plus,high,metropolitan,apartment,far,bad_winter,0.4341217894218375,0.4887830168914354,0.0,0.1726344448891191,0.0,0.0231911223589506,0.0588529982345975,0.1123543796701254,0.0670888442690466,0.4274905127747981,0.03299155650018452,0.5474500284745364,0.033231303195190055,0.3888258375244665,0.03347104989019559,0.428226119107387,0.033710796585201125,0.4418588072672069,0.03395054328020666,0.4994017453956424,0.034190289975212194,0.3612591379897108,0.03443003667021773,0.3345498608483694,0.034669783365223264,0.4091822310130859,0.0349095300602288,0.5182523442876079,0.03514927675523434,zip_history_or_fallback_lower_risk,2,3,6,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0025,healthy,age_80_plus,high,small_town,single_home,near,good_summer,0.2248144701967561,0.0767576757675767,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0,0.0,0.0,0.2492295161569162,0.03299155650018452,0.1706429787001687,0.033231303195190055,0.2508306798686687,0.03347104989019559,0.2469023576581741,0.033710796585201125,0.2598780088839493,0.03395054328020666,0.1613041351255294,0.034190289975212194,0.2123562551709594,0.03443003667021773,0.229029427665012,0.034669783365223264,0.1488392546707066,0.0349095300602288,0.1212331366364613,0.03514927675523434,zip_history_or_fallback_lower_risk,3,5,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0026,healthy,age_80_plus,high,small_town,single_home,near,bad_winter,0.2919033144658023,0.1619161916191619,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0,0.0,0.0670888442690466,0.3156974865641136,0.03299155650018452,0.282017480288716,0.033231303195190055,0.2864997874426381,0.03347104989019559,0.3070180389638179,0.033710796585201125,0.3210334918794832,0.03395054328020666,0.2902473642896727,0.034190289975212194,0.2567892497243748,0.03443003667021773,0.2722229261719133,0.034669783365223264,0.1929185908385768,0.0349095300602288,0.2371128034822953,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0027,healthy,age_80_plus,high,small_town,single_home,medium,good_summer,0.2809916600318188,0.1467646764676467,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0,0.0561771898350628,0.0,0.2898488314057594,0.03299155650018452,0.2909955530894272,0.033231303195190055,0.2783647278205055,0.03347104989019559,0.290884963880682,0.033710796585201125,0.3065940028388711,0.03395054328020666,0.2558625031792333,0.034190289975212194,0.239509751842492,0.03443003667021773,0.2540361899584816,0.034669783365223264,0.2502045099953478,0.0349095300602288,0.2439745045925778,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0028,healthy,age_80_plus,high,small_town,single_home,medium,bad_winter,0.3480805043008648,0.2748044822629364,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0,0.0561771898350628,0.0670888442690466,0.3563168018129551,0.03299155650018452,0.4023700546779722,0.033231303195190055,0.3140338353944749,0.03347104989019559,0.3510006451863275,0.033710796585201125,0.3677494858344052,0.03395054328020666,0.3848057323433765,0.034190289975212194,0.2839427463959038,0.03443003667021773,0.2972296884653829,0.034669783365223264,0.2942838461632212,0.0349095300602288,0.3598541714384151,0.03514927675523434,zip_history_or_fallback_lower_risk,2,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0029,healthy,age_80_plus,high,small_town,single_home,far,good_summer,0.3371688498668815,0.2577027819715833,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0,0.1123543796701254,0.0,0.3304681466546009,0.03299155650018452,0.4113481274786834,0.033231303195190055,0.3058987757723422,0.03347104989019559,0.3348675701031916,0.033710796585201125,0.3533099967937929,0.03395054328020666,0.3504208712329407,0.034190289975212194,0.266663248514021,0.03443003667021773,0.2790429522519513,0.034669783365223264,0.3515697653199922,0.0349095300602288,0.3667158725486976,0.03514927675523434,zip_history_or_fallback_lower_risk,2,4,8,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0030,healthy,age_80_plus,high,small_town,single_home,far,bad_winter,0.4042576941359277,0.408039095480859,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0,0.1123543796701254,0.0670888442690466,0.3969361170617983,0.03299155650018452,0.5227226290672308,0.033231303195190055,0.3415678833463116,0.03347104989019559,0.3949832514088354,0.033710796585201125,0.414465479789327,0.03395054328020666,0.479364100397084,0.034190289975212194,0.3110962430674363,0.03443003667021773,0.3222364507588526,0.034669783365223264,0.3956491014878624,0.0349095300602288,0.4825955393945316,0.03514927675523434,zip_history_or_fallback_lower_risk,2,3,6,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
profile_0031,healthy,age_80_plus,high,small_town,apartment,near,good_summer,0.2836674684313532,0.1495172003827668,0.0,0.1726344448891191,0.0,0.0521800253076374,0.0588529982345975,0.0,0.0,0.318466985331079,0.03299155650018452,0.2042349175176425,0.033231303195190055,0.316264770269191,0.03347104989019559,0.3201294128317335,0.033710796585201125,0.3235816370042971,0.03395054328020666,0.1913606026233688,0.034190289975212194,0.2876005975543712,0.03443003667021773,0.2659696579335626,0.034669783365223264,0.1855720348105974,0.0349095300602288,0.1747183439760741,0.03514927675523434,zip_history_or_fallback_lower_risk,3,4,9,True,True,False,public_only_semi_synthetic_capacity_pilot_not_outcome_validated,9237e030d3eeed990f7138399b26f3024037939e48d5eb89866d5bdd875af8d7,10000,persisted_reference_ecdf,configured_reliability_proxy_not_empirical
